2018-08-05 20:37:34,48072,18,5610,5,89034,1627,46,63,72,63,
2018-08-11 21:34:44,48594,18,5714,5,89883,1635,46,63,72,63,
2018-08-11 21:36:13,48594,18,5714,5,89883,1635,46,63,72,63,
2018-08-11 21:36:56,48594,18,5714,5,89883,1635,46,63,72,63,
2018-08-11 21:37:39,48594,18,5714,5,89884,1635,46,63,72,63,
2018-08-11 21:38:23,48653,18,5729,5,89884,1635,46,63,72,63,
2018-08-11 21:39:06,48653,18,5729,5,89884,1635,46,63,72,63,
2018-08-11 21:39:49,48653,18,5729,5,89884,1635,46,63,72,63,
2018-08-11 21:40:33,48653,18,5729,5,89884,1635,46,63,72,63,
2018-08-11 21:41:16,48653,18,5729,5,89884,1635,46,63,72,63,
2018-08-11 21:41:59,48653,18,5729,5,89884,1635,46,63,72,63,
2018-08-11 21:42:43,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 21:43:26,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 21:44:10,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 21:44:53,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 21:45:36,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 21:46:20,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 21:47:03,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 21:47:46,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 21:48:30,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 21:49:13,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 21:49:56,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 21:50:40,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 21:51:23,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 21:52:06,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 21:52:50,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 21:53:39,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 21:54:22,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 21:55:05,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 21:55:49,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 21:56:32,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 21:57:15,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 21:57:59,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 21:58:42,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 21:59:25,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 22:00:09,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 22:00:52,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 22:01:35,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 22:02:19,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 22:03:02,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 22:03:45,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 22:04:29,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 22:05:12,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 22:05:55,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 22:06:39,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 22:07:22,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 22:08:05,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 22:08:49,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 22:09:32,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 22:10:15,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 22:10:59,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 22:11:42,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 22:12:26,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 22:13:09,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 22:13:52,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 22:14:35,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 22:15:19,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 22:16:02,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 22:16:46,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 22:17:29,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 22:18:12,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 22:18:55,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 22:19:39,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 22:20:22,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 22:21:06,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 22:21:49,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 22:22:32,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 22:23:16,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 22:23:59,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 22:24:42,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 22:25:26,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 22:26:09,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 22:26:52,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 22:27:36,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 22:28:19,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 22:29:02,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 22:29:46,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 22:30:29,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 22:31:13,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 22:31:56,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 22:32:39,48653,18,5729,5,89887,1635,46,63,72,63,
2018-08-11 22:33:23,48653,18,5729,5,89888,1635,46,63,72,63,
2018-08-11 22:34:06,48653,18,5729,5,89888,1635,46,63,72,63,
2018-08-11 22:34:50,48653,18,5729,5,89888,1635,46,63,72,63,
2018-08-11 22:35:33,48653,18,5729,5,89888,1635,46,63,72,63,
2018-08-11 22:36:17,48653,18,5729,5,89888,1635,46,63,72,63,
2018-08-11 22:37:00,48653,18,5729,5,89888,1635,46,63,72,63,
